Date,Open,High Price,Low Price,Close,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
16-June-2016,1355.0,1364.3,1339.95,1343.85,1346.2539811419588,76360,2724,102799954.0,35374.0,46.33,24.35,-11.15
17-June-2016,1354.7,1359.5,1337.15,1341.95,1350.0404129990966,59758,3942,80675715.0,29955.0,50.13,22.35,-12.75
20-June-2016,1344.0,1353.55,1332.0,1350.8,1349.8298190852338,62792,2286,84758514.0,32992.0,52.54,21.55,6.8
21-June-2016,1358.85,1370.0,1355.6,1363.2,1364.0749672979896,90973,3791,124093992.0,37628.0,41.36,14.4,4.35
22-June-2016,1363.0,1380.0,1350.0,1358.4,1367.1436840835836,45607,2188,62351322.0,7537.0,16.53,30.0,-4.6
23-June-2016,1358.0,1378.0,1358.0,1374.35,1367.7436382838812,50183,2358,68637479.0,18420.0,36.71,20.0,16.35
24-June-2016,1345.0,1394.45,1315.0,1389.7,1357.6086226021139,122608,7278,166453678.0,26737.0,21.81,79.45,44.7
27-June-2016,1390.0,1400.0,1378.8,1389.75,1389.722889136835,74389,3463,103380096.0,21401.0,28.77,21.2,-0.25
28-June-2016,1388.3,1413.9,1387.7,1408.35,1398.701239707089,65822,2533,92065313.0,25366.0,38.54,26.2,20.05
29-June-2016,1408.0,1426.0,1408.0,1417.1,1417.442225376838,92281,4170,130802986.0,35914.0,38.92,18.0,9.1
30-June-2016,1425.0,1437.4,1416.2,1428.95,1426.3405978646406,111363,3946,158841568.0,44359.0,39.83,21.2,3.95
01-July-2016,1429.9,1472.5,1429.9,1460.7,1452.1607688391034,141408,4497,205347150.0,60451.0,42.75,42.6,30.8
04-July-2016,1470.0,1475.0,1450.1,1465.55,1464.0906981093578,117632,3121,172223917.0,56862.0,48.34,24.9,-4.45
05-July-2016,1470.0,1479.9,1454.95,1456.85,1463.3525331666046,51181,2085,74895846.0,19268.0,37.65,24.95,-13.15
07-July-2016,1456.65,1468.8,1452.0,1456.1,1456.3399280464166,161493,2015,235188704.0,55793.0,34.55,16.8,-0.55
08-July-2016,1456.1,1465.1,1448.0,1451.15,1453.4816699191526,43044,1657,62563665.0,19929.0,46.3,17.1,-4.95
11-July-2016,1465.25,1478.4,1462.2,1471.9,1470.1127543485395,48752,2342,71670937.0,19643.0,40.29,16.2,6.65
12-July-2016,1471.0,1480.0,1469.25,1473.15,1473.278651168625,47834,1810,70472811.0,22697.0,47.45,10.75,2.15
13-July-2016,1472.0,1480.2,1461.0,1464.4,1472.0188343369525,45502,1977,66979801.0,14850.0,32.64,19.2,-7.6
14-July-2016,1457.0,1460.95,1431.0,1445.95,1443.1780510110761,49205,2798,71011576.0,21360.0,43.41,29.95,-11.05
15-July-2016,1449.9,1485.0,1449.65,1464.8,1471.8591191688513,72863,2920,107244071.0,25234.0,34.63,35.35,14.9
18-July-2016,1469.9,1481.65,1463.7,1467.1,1469.009646391253,72255,4314,106143292.0,33250.0,46.02,17.95,-2.8
19-July-2016,1467.1,1474.0,1444.1,1454.8,1452.1981832723948,35008,1813,50838554.0,11196.0,31.98,29.9,-12.3
20-July-2016,1464.8,1470.7,1459.2,1460.5,1462.1514126759027,64169,1312,93824794.0,47257.0,73.64,11.5,-4.3
21-July-2016,1460.1,1460.1,1430.0,1434.75,1440.8454934601666,42050,2575,60587553.0,15638.0,37.19,30.1,-25.35
22-July-2016,1438.95,1446.95,1438.1,1441.4,1442.9661184951565,22195,1047,32026633.0,6400.0,28.84,8.85,2.45
25-July-2016,1441.3,1467.0,1438.55,1460.25,1455.8990132920167,122630,1582,178536896.0,93891.0,76.56,28.45,18.95
26-July-2016,1460.25,1469.0,1443.15,1450.05,1461.4019074441528,62492,4089,91325928.0,21747.0,34.8,25.85,-10.2
27-July-2016,1450.2,1463.25,1435.2,1453.3,1451.1242582760776,51232,3047,74343998.0,20651.0,40.31,28.05,3.1
28-July-2016,1459.0,1462.95,1446.5,1452.3,1455.2194095047628,38002,1751,55301248.0,14648.0,38.55,16.45,-6.7
29-July-2016,1453.0,1479.65,1452.3,1466.9,1469.4406060006916,202310,6928,297282529.0,132405.0,65.45,27.35,13.9
01-August-2016,1468.0,1493.5,1458.55,1469.55,1477.920496968969,83305,3849,123118167.0,33584.0,40.31,34.95,1.55
02-August-2016,1474.0,1488.8,1453.65,1459.7,1471.002917179043,111409,3527,163882964.0,64451.0,57.85,35.15,-14.3
03-August-2016,1469.9,1470.05,1441.2,1447.4,1456.739587319811,62712,2042,91355053.0,34743.0,55.4,28.85,-22.5
04-August-2016,1471.0,1471.0,1432.95,1436.65,1443.6952067788034,39535,2064,57076490.0,15033.0,38.02,38.05,-34.35
05-August-2016,1458.0,1488.95,1444.5,1482.1,1468.8434367108707,66133,3349,97139023.0,26899.0,40.67,44.45,24.1
08-August-2016,1490.15,1505.0,1473.95,1497.4,1492.3867015490866,247307,5211,369077678.0,163293.0,66.03,31.05,7.25
09-August-2016,1508.8,1508.8,1467.15,1480.55,1486.714714714715,63270,4823,94064440.0,22360.0,35.34,41.65,-28.25
10-August-2016,1490.0,1494.95,1436.0,1447.85,1460.5783631170068,332229,13498,485246489.0,60230.0,18.13,58.95,-42.15
11-August-2016,1449.9,1451.95,1412.2,1420.7,1422.2802730577655,162017,5344,230433583.0,89877.0,55.47,39.75,-29.2
12-August-2016,1429.9,1477.0,1425.0,1450.85,1452.057790620138,215952,7070,313574784.0,82696.0,38.29,52.0,20.95
16-August-2016,1460.0,1461.0,1432.0,1444.0,1445.6962455544071,57079,2917,82518896.0,14602.0,25.58,29.0,-16.0
17-August-2016,1444.0,1455.3,1435.05,1449.85,1450.2929552698097,45495,2434,65981078.0,17677.0,38.85,20.25,5.85
18-August-2016,1449.85,1466.95,1449.85,1460.25,1461.7874736398142,47420,2231,69317962.0,21823.0,46.02,17.1,10.4
19-August-2016,1460.0,1467.95,1449.1,1453.85,1460.7404419545599,80325,2153,117333976.0,51246.0,63.8,18.85,-6.15
22-August-2016,1455.0,1458.0,1435.55,1443.4,1444.7736438586355,38086,2002,55025649.0,11828.0,31.06,22.45,-11.6
23-August-2016,1448.0,1448.4,1430.0,1442.05,1439.5604539943424,29692,1526,42743429.0,8574.0,28.88,18.4,-5.95
24-August-2016,1436.0,1451.75,1433.95,1435.35,1441.8195280455975,37546,1809,54134556.0,12863.0,34.26,17.8,-0.65
25-August-2016,1439.0,1446.0,1405.15,1414.35,1425.8726996966634,49450,2842,70509405.0,20208.0,40.87,40.85,-24.65
26-August-2016,1418.9,1431.65,1416.6,1424.05,1422.7870245844315,37178,2003,52896376.0,12497.0,33.61,15.05,5.15
29-August-2016,1424.0,1427.0,1414.0,1422.1,1421.5428061072598,23513,1288,33424736.0,9383.0,39.91,13.0,-1.9
30-August-2016,1429.0,1442.0,1425.5,1436.55,1433.2647698790865,36307,1597,52037544.0,14430.0,39.74,16.5,7.55
31-August-2016,1439.9,1448.95,1432.2,1438.0,1442.0033069104702,41126,2319,59303828.0,14124.0,34.34,16.75,-1.9
01-September-2016,1442.4,1463.45,1442.0,1451.9,1454.1664923473834,57366,3309,83419715.0,16818.0,29.32,21.45,9.5
02-September-2016,1460.0,1472.1,1438.0,1468.85,1461.8765550412265,55304,3472,80847621.0,16099.0,29.11,34.1,8.85
06-September-2016,1476.5,1492.5,1476.25,1489.9,1486.971119711731,74930,4365,111418746.0,26346.0,35.16,16.25,13.4
07-September-2016,1495.25,1500.0,1482.05,1488.7,1491.4778141243055,49829,3339,74318848.0,19259.0,38.65,17.95,-6.55
08-September-2016,1500.0,1501.1,1481.75,1489.3,1492.0418721532901,63670,2502,94998306.0,31172.0,48.96,19.35,-10.7
09-September-2016,1493.0,1493.55,1461.05,1470.9,1474.1262898872833,37794,2189,55713129.0,10819.0,28.63,32.5,-22.1
12-September-2016,1460.0,1464.0,1416.05,1425.95,1430.0137096519738,63386,6149,90642849.0,27011.0,42.61,47.95,-34.05
14-September-2016,1426.05,1429.5,1406.4,1412.95,1416.7435664272077,43988,3225,62319716.0,14291.0,32.49,23.1,-13.1
15-September-2016,1412.95,1424.05,1396.05,1405.6,1406.4694952245559,49943,3195,70243306.0,22968.0,45.99,28.0,-7.35
